app_name,developer_name,regulated_entity,source_date,source_url,platform,app_url,raw_app_url,package_id,source_record_no,is_demo
GeM Sahay,Government Emarketplace,121 FINANCE PRIVATE LIMITED (OLD NAME YERROW FINANCE AND INVESTMENTS PRIVATE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Android,https://play.google.com/store/apps/details?id=com.gemsahay.perfios,https://play.google.com/store/apps/details?id=com.gemsahay.perfios&hl=en,com.gemsahay.perfios,1,0
GeM Sahay,Government Emarketplace,121 FINANCE PRIVATE LIMITED (OLD NAME YERROW FINANCE AND INVESTMENTS PRIVATE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,iOS App Store,?https://apps.apple.com/in/app/gem-sahay/id6502699944,?https://apps.apple.com/in/app/gem-sahay/id6502699944,,2,0
GeM Sahay,Government Emarketplace,121 FINANCE PRIVATE LIMITED (OLD NAME YERROW FINANCE AND INVESTMENTS PRIVATE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://gem-sahay.perfios.com/pcg-gem/gemLogin,https://gem-sahay.perfios.com/pcg-gem/gemLogin,,3,0
360 ONE Wealth – Lending,Self Owned,360 ONE PRIME LIMITED (FORMERLY  IIFL WEALTH PRIME LIMITED AND IIFL WEALTH FINANCE LTD),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://www.360.one/wealth/lending-solutionsApp store: Android,https://play.google.com/store/apps/details?id=com.one360.lending,Android App URL: https://play.google.com/store/apps/details?id=com.one360.lending,com.one360.lending,4,0
360 ONE Wealth – Lending,Self Owned,360 ONE PRIME LIMITED (FORMERLY  IIFL WEALTH PRIME LIMITED AND IIFL WEALTH FINANCE LTD),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://www.360.one/wealth/lending-solutionsApp store: Apple,iOS App URL: https://apps.apple.com/in/app/360-one-wealth-lending/id6757471560,iOS App URL: https://apps.apple.com/in/app/360-one-wealth-lending/id6757471560,,5,0
4Fin,4Fin Finance Private Limited,4FIN FINANCE PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.fourfinfinance.b2c,https://play.google.com/store/apps/details?id=com.fourfinfinance.b2c,com.fourfinfinance.b2c,6,0
Rupee112: Personal Loan App,Self Owned,AADHAR INDIA FINVEST LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,App Store,https://apps.apple.com/in/app/rupee112-instant-loan/id6465577336,https://apps.apple.com/in/app/rupee112-instant-loan/id6465577336,,7,0
Rupee112: Personal Loan App,Self Owned,AADHAR INDIA FINVEST LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.vrindafinlease.rupee112,https://play.google.com/store/apps/details?id=com.vrindafinlease.rupee112,com.vrindafinlease.rupee112,8,0
Rupee112: Personal Loan App,Self Owned,AADHAR INDIA FINVEST LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.rupee112.com/,https://www.rupee112.com/,,9,0
MyMoneyBazaar,My Money Bazaar India Private Limited,"AASRA FINCORP PRIVATE LIMITED (NAME CHANGED ON MAY 14, 2019)",2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,MyMoneyBazaar,https://mymoneybazaar.com/,https://mymoneybazaar.com/,,10,0
MyMoneyBazaar,My Money Bazaar India Private Limited,"AASRA FINCORP PRIVATE LIMITED (NAME CHANGED ON MAY 14, 2019)",2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,MyMoneyBazaar,https://play.google.com/store/apps/details?id=com.my.moneybazzar,https://play.google.com/store/apps/details?id=com.my.moneybazzar,com.my.moneybazzar,11,0
KreditMart,KREDITMART SMARTPAY ADVISORY PRIVATE LIMITED,ABHAYKUMAR LEA-FIN & INVESTMENTS (PRIVATE) LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://kreditmart.loan,https://kreditmart.loan,,12,0
Kredit Mart Personal Loan App,KREDITMART SMARTPAY ADVISORY PRIVATE LIMITED,ABHAYKUMAR LEA-FIN & INVESTMENTS (PRIVATE) LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://kreditmart.loan,https://kreditmart.loan,,13,0
Loanontip,RRYO Private Limited,ACG LEASING LTD.,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://loanontip.com/,https://loanontip.com/,,14,0
ACHIIEVERS QUICK GOLD LOAN,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.dimensions.liveloancustomerafil,https://play.google.com/store/apps/details?id=com.dimensions.liveloancustomerafil,com.dimensions.liveloancustomerafil,15,0
ACHIIEVERS QUICK GOLD LOAN,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.achiieversquickgoldloan.com/apply-now/,https://www.achiieversquickgoldloan.com/apply-now/,,16,0
AFIL LLC,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Web App,https://cloud40.dimensionslive.com/AFILLLC/,https://cloud40.dimensionslive.com/AFILLLC/,,17,0
JHATPAT LOANS,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.habile.cloudbankin.achiievers,https://play.google.com/store/apps/details?id=com.habile.cloudbankin.achiievers&pcampaignid=web_share,com.habile.cloudbankin.achiievers,18,0
JHATPAT LOANS,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,IndusApp,https://play.google.com/store/apps/details?id=com.habile.cloudbankin.achiievers,https://www.indusappstore.com/apps/finance/jhatpat-loans/com.habile.cloudbankin.achiievers/?page=details&id=com.habile.cloudbankin.achiievers,com.habile.cloudbankin.achiievers,19,0
JHATPAT LOANS,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Web App,https://webapp.jhatpatloans.com/onboard/#/login/borrower,https://webapp.jhatpatloans.com/onboard/#/login/borrower,,20,0
JHATPAT LOANS,SELF-OWNED,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.jhatpatloans.com/apply-loan,https://www.jhatpatloans.com/apply-loan,,21,0
Borrowera,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://www.borrowera.com/,https://www.borrowera.com/,https://www.borrowera.com/,,22,0
Credxpres,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://credxpres.com/,https://credxpres.com/,https://credxpres.com/,,23,0
Instant Paise,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://instantpaise.com/,https://instantpaise.com/,https://instantpaise.com/,,24,0
Loanfinserve,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://www.loanfinserve.com/,https://www.loanfinserve.com/,https://www.loanfinserve.com/,,25,0
Loan Mitraa,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://loanmitraa.com/,https://loanmitraa.com/,https://loanmitraa.com/,,26,0
Moneywalle,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://moneywalle.com/,https://moneywalle.com/,https://moneywalle.com/,,27,0
Perfect Paisa,Self Owned,ACOLYTE FINSERV LIMITED (EARLIER KNOWN AS GAGAN METALS LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,https://perfect-paisa.com/,https://perfect-paisa.com/,https://perfect-paisa.com/,,28,0
Blink Credit,FINOVATEX TECHNOLOGIES PRIVATE LIMITED,ADITSH FINTECH PRIVATE LIMITED,2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.core.service.safe.cred.link.pro.ncin.app,https://play.google.com/store/apps/details?id=com.core.service.safe.cred.link.pro.ncin.app,com.core.service.safe.cred.link.pro.ncin.app,29,0
Digital Eco system,Udyog Plus Digital Journey - ABCL,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://udyogplus.adityabirlacapital.com/login?url=/instant-business-loan,https://udyogplus.adityabirlacapital.com/login?url=/instant-business-loan,,30,0
Aditya Birla Capital Digital?,?Aditya Birla Capital Digital?Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App store,https://apps.apple.com/in/app/abcd-aditya-birla-capital-app/id6477909524,https://apps.apple.com/in/app/abcd-aditya-birla-capital-app/id6477909524,,31,0
Aditya Birla Capital Digital?,?Aditya Birla Capital Digital?Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,ABCD Aditya Birla Capital - Apps on Google Play,ABCD Aditya Birla Capital - Apps on Google Play,,32,0
Aditya Birla Capital Digital?,?Aditya Birla Capital Digital?Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://oneapp.abfldirect.com/epl/login?dsa_hash=8fe0ba1c6fcc8ff1d90f2158d8ff0166471f91b1145be9431843a0df7b00df66https://abcd.adityabirlacapital.com/PersonalLoan,https://oneapp.abfldirect.com/epl/login?dsa_hash=8fe0ba1c6fcc8ff1d90f2158d8ff0166471f91b1145be9431843a0df7b00df66https://abcd.adityabirlacapital.com/PersonalLoan,,33,0
Insta PL,?Self Owned (Aditya Birla Capital Limited),ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,?Website,https://oneapp.abfldirect.com/epl/login?dsa_hash=79c341f193a8d0f14b2034a83644fd2347eb0571cd4e7c9d07cb81e978c37b1d,https://oneapp.abfldirect.com/epl/login?dsa_hash=79c341f193a8d0f14b2034a83644fd2347eb0571cd4e7c9d07cb81e978c37b1d,,34,0
Angel One's Super App,Angel One,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App Store,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981,https://apps.apple.com/in/app/angel-one-stocks-mutual-fund/id1060530981,,35,0
Angel One's Super App,Angel One,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.msf.angelmobile,https://play.google.com/store/apps/details?id=com.msf.angelmobile&hl=en,com.msf.angelmobile,36,0
BharatPe for Business,Resilient Digi Services Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App Store,https://apps.apple.com/in/app/bharatpe-for-business/id1329385873,https://apps.apple.com/in/app/bharatpe-for-business/id1329385873,,37,0
BharatPe for Business,Resilient Digi Services Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play store,https://play.google.com/store/apps/details?id=com.bharatpe.app,https://play.google.com/store/apps/details?id=com.bharatpe.app&hl=en_IN&pli=1,com.bharatpe.app,38,0
Cred,Dreamplug Technologies Pvt. Ltd.,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App store,https://apps.apple.com/in/app/cred-credit-cards-bills-upi/id1428580080,https://apps.apple.com/in/app/cred-credit-cards-bills-upi/id1428580080,,39,0
Cred,Dreamplug Technologies Pvt. Ltd.,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.dreamplug.androidapp,https://play.google.com/store/apps/details?id=com.dreamplug.androidapp&hl=en_IN,com.dreamplug.androidapp,40,0
Cred,Dreamplug Technologies Pvt. Ltd.,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://cred.club/,https://cred.club/,,41,0
Flexiloan,Epimoney Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://flexiloans.com,https://flexiloans.com,,42,0
Google Pay,Google India Digital Services Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App store,Apple App Store: https://gpay.app.goo.gl/1nmD,Apple App Store: https://gpay.app.goo.gl/1nmD,,43,0
Google Pay,Google India Digital Services Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play store,Google Play:??https://pay.google.com/intl/en_in/about/,Google Play:??https://pay.google.com/intl/en_in/about/,,44,0
Indifi,Indifi Technologies Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.indifi.com,https://www.indifi.com,,45,0
Kissht,OnEMI Technologies Solutions Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,PlayStore,Kissht: Instant Personal Loans - Apps on Google Play,Kissht: Instant Personal Loans - Apps on Google Play,,46,0
Kissht IOS,OnEMI Technologies Solutions Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,App store,https://apps.apple.com/in/app/kissht-personal-loan-app/id6752766331,https://apps.apple.com/in/app/kissht-personal-loan-app/id6752766331,,47,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App Store,https://apps.apple.com/in/app/easy-personal-loan-kreditbee/id1488736283,https://apps.apple.com/in/app/easy-personal-loan-kreditbee/id1488736283,,48,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play Store,https://play.google.com/store/apps/details?id=com.kreditbee.android,https://play.google.com/store/apps/details?id=com.kreditbee.android,com.kreditbee.android,49,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,IndusApp,https://indusapp.store/9ip3i05q,https://indusapp.store/9ip3i05q,,50,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Mi App Store,https://play.google.com/store/apps/details?id=com.kreditbee.android,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android,com.kreditbee.android,51,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Oppo App Store,oaps://mk/dt?pkg=com.kreditbee.android&style=1,oaps://mk/dt?pkg=com.kreditbee.android&style=1,,52,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Samsung App Store,https://apps.samsung.com/appquery/appDetail.as?appId=com.kreditbee.android,https://apps.samsung.com/appquery/appDetail.as?appId=com.kreditbee.android,,53,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Vivo Market,https://play.google.com/store/apps/details?id=com.kreditbee.android,vivomarket://details?id=com.kreditbee.android,com.kreditbee.android,54,0
Kreditbee,Finnovation Tech Solutions Private Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.kreditbee.in/,https://www.kreditbee.in/,,55,0
LendingKart,Lendingkart Finance Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website,https://www.lendingkart.com,https://www.lendingkart.com,,56,0
Moneyview,Moneyview Limited (formerly known as Whizdm Innovations Private Limited),ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Android,https://play.google.com/store/apps/details?id=com.whizdm.moneyview.loans,https://play.google.com/store/apps/details?id=com.whizdm.moneyview.loans&pcampaignid=web_share,com.whizdm.moneyview.loans,57,0
Moneyview,Moneyview Limited (formerly known as Whizdm Innovations Private Limited),ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,IOS,https://apps.apple.com/in/app/moneyview-loans-credit-cards/id6468976019,https://apps.apple.com/in/app/moneyview-loans-credit-cards/id6468976019,,58,0
Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website / Google Play Store and Apple app?store,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201,,59,0
Paisabazaar,Paisabazaar Marketing And Consulting Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Website / Google Play Store and Apple app?store,https://play.google.com/store/apps/details?id=com.paisabazaar,https://play.google.com/store/apps/details?id=com.paisabazaar&hl=en_IN&pli=1,com.paisabazaar,60,0
Paytm,One97 Communications Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App store,https://apps.apple.com/in/app/paytm/id473941634,https://apps.apple.com/in/app/paytm/id473941634,,61,0
Paytm,One97 Communications Limited,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play store,https://play.google.com/store/apps/details?id=net.one97.paytm,https://play.google.com/store/apps/details?id=net.one97.paytm,net.one97.paytm,62,0
Phone pe,PhonePe Lending Services Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Apple App store,https://apps.apple.com/in/app/phonepe-secure-payments-app/id1170055821,https://apps.apple.com/in/app/phonepe-secure-payments-app/id1170055821,,63,0
Phone pe,PhonePe Lending Services Pvt Ltd,ADITYA BIRLA CAPITAL LIMITED (MERGED WITH ADITYA BIRLA FINANCE LIMITED),2026-09-25,https://data.rbi.org.in/BOE/OpenDocument/opendoc/custom.jsp?iDocID=ARfEgy.WNSVIvFfvSIVmBCw&sIDType=CUID,Google Play store,https://play.google.com/store/apps/details?id=com.phonepe.app,https://play.google.com/store/apps/details?id=com.phonepe.app&hl=en_IN,com.phonepe.app,64,0
